companies_id,grouped_by,risk_category,clustered,activity_uuid_product_uuid,tilt_sector,scenario,year,type,input_activity_uuid_product_uuid,input_tilt_sector,input_tilt_subsector
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,5fac83fe-8483-5429-85f3-7b0b2c7c11f2_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,1bb973cd-c66a-5c0f-82fc-aa365e7ec969_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,1bb973cd-c66a-5c0f-82fc-aa365e7ec969_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,1bb973cd-c66a-5c0f-82fc-aa365e7ec969_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,1bb973cd-c66a-5c0f-82fc-aa365e7ec969_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,c942f4dc-d2b6-5f3e-9165-73a868582602_1c17413f-82b0-4ddb-beef-63854b1a8e1f,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,c942f4dc-d2b6-5f3e-9165-73a868582602_1c17413f-82b0-4ddb-beef-63854b1a8e1f,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,c942f4dc-d2b6-5f3e-9165-73a868582602_1c17413f-82b0-4ddb-beef-63854b1a8e1f,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,c942f4dc-d2b6-5f3e-9165-73a868582602_1c17413f-82b0-4ddb-beef-63854b1a8e1f,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,3e990593-830f-5069-bef2-f1bee9fe9c4e_1c17413f-82b0-4ddb-beef-63854b1a8e1f,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,3e990593-830f-5069-bef2-f1bee9fe9c4e_1c17413f-82b0-4ddb-beef-63854b1a8e1f,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,3e990593-830f-5069-bef2-f1bee9fe9c4e_1c17413f-82b0-4ddb-beef-63854b1a8e1f,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,3e990593-830f-5069-bef2-f1bee9fe9c4e_1c17413f-82b0-4ddb-beef-63854b1a8e1f,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,7d7eeb00-1001-5060-95c8-463935341fc8_3728ce01-009e-4b64-94d4-3c3e9fabf888,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,7d7eeb00-1001-5060-95c8-463935341fc8_3728ce01-009e-4b64-94d4-3c3e9fabf888,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,7d7eeb00-1001-5060-95c8-463935341fc8_3728ce01-009e-4b64-94d4-3c3e9fabf888,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,7d7eeb00-1001-5060-95c8-463935341fc8_3728ce01-009e-4b64-94d4-3c3e9fabf888,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,d5982027-3c7b-5628-a5d7-12967578b20b_3728ce01-009e-4b64-94d4-3c3e9fabf888,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,d5982027-3c7b-5628-a5d7-12967578b20b_3728ce01-009e-4b64-94d4-3c3e9fabf888,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,d5982027-3c7b-5628-a5d7-12967578b20b_3728ce01-009e-4b64-94d4-3c3e9fabf888,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,d5982027-3c7b-5628-a5d7-12967578b20b_3728ce01-009e-4b64-94d4-3c3e9fabf888,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,2dee9ec5-2740-5656-b6df-2fd73f06a37d_42b1c202-8308-422e-bfb7-3efe54dfcef6,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,2dee9ec5-2740-5656-b6df-2fd73f06a37d_42b1c202-8308-422e-bfb7-3efe54dfcef6,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,2dee9ec5-2740-5656-b6df-2fd73f06a37d_42b1c202-8308-422e-bfb7-3efe54dfcef6,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,2dee9ec5-2740-5656-b6df-2fd73f06a37d_42b1c202-8308-422e-bfb7-3efe54dfcef6,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,16ac64a4-f07b-5a9e-b5bb-ff5adf73ae45_42b1c202-8308-422e-bfb7-3efe54dfcef6,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,16ac64a4-f07b-5a9e-b5bb-ff5adf73ae45_42b1c202-8308-422e-bfb7-3efe54dfcef6,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,16ac64a4-f07b-5a9e-b5bb-ff5adf73ae45_42b1c202-8308-422e-bfb7-3efe54dfcef6,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,16ac64a4-f07b-5a9e-b5bb-ff5adf73ae45_42b1c202-8308-422e-bfb7-3efe54dfcef6,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,4fd573fd-7e9d-5fe9-ac5d-b7f09a95695e_76c62dcf-b87a-4509-9682-514079cf7975,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,4fd573fd-7e9d-5fe9-ac5d-b7f09a95695e_76c62dcf-b87a-4509-9682-514079cf7975,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,4fd573fd-7e9d-5fe9-ac5d-b7f09a95695e_76c62dcf-b87a-4509-9682-514079cf7975,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,4fd573fd-7e9d-5fe9-ac5d-b7f09a95695e_76c62dcf-b87a-4509-9682-514079cf7975,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,78a60110-2c67-5568-b476-748e230634e8_76c62dcf-b87a-4509-9682-514079cf7975,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,78a60110-2c67-5568-b476-748e230634e8_76c62dcf-b87a-4509-9682-514079cf7975,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,78a60110-2c67-5568-b476-748e230634e8_76c62dcf-b87a-4509-9682-514079cf7975,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,78a60110-2c67-5568-b476-748e230634e8_76c62dcf-b87a-4509-9682-514079cf7975,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,30d72c1f-ee68-535d-b523-49ba5260fdff_5357a067-f798-46fb-97b0-fa18f723341b,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,30d72c1f-ee68-535d-b523-49ba5260fdff_5357a067-f798-46fb-97b0-fa18f723341b,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,30d72c1f-ee68-535d-b523-49ba5260fdff_5357a067-f798-46fb-97b0-fa18f723341b,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,30d72c1f-ee68-535d-b523-49ba5260fdff_5357a067-f798-46fb-97b0-fa18f723341b,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,c85b4ef8-d5f3-5c03-bbed-b57f23566ff2_5357a067-f798-46fb-97b0-fa18f723341b,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,c85b4ef8-d5f3-5c03-bbed-b57f23566ff2_5357a067-f798-46fb-97b0-fa18f723341b,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,c85b4ef8-d5f3-5c03-bbed-b57f23566ff2_5357a067-f798-46fb-97b0-fa18f723341b,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,c85b4ef8-d5f3-5c03-bbed-b57f23566ff2_5357a067-f798-46fb-97b0-fa18f723341b,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,ef656a74-9e14-5180-a05a-96b02cf37775_171e53d3-3f3a-45a1-99f6-fad22caf1cd6,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,ef656a74-9e14-5180-a05a-96b02cf37775_171e53d3-3f3a-45a1-99f6-fad22caf1cd6,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,ef656a74-9e14-5180-a05a-96b02cf37775_171e53d3-3f3a-45a1-99f6-fad22caf1cd6,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,ef656a74-9e14-5180-a05a-96b02cf37775_171e53d3-3f3a-45a1-99f6-fad22caf1cd6,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2030,ipr,2330b528-6e31-5a99-9801-73834e2a835f_6f2eb438-cde2-4d07-a770-d023a988a9c4,construction industry,construction buildings
id1,ipr_1.5c rps_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,1.5c rps,2050,ipr,2330b528-6e31-5a99-9801-73834e2a835f_6f2eb438-cde2-4d07-a770-d023a988a9c4,construction industry,construction buildings
id1,weo_nz 2050_2030,medium,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2030,weo,2330b528-6e31-5a99-9801-73834e2a835f_6f2eb438-cde2-4d07-a770-d023a988a9c4,construction industry,construction buildings
id1,weo_nz 2050_2050,high,building construction,ebd4dddf-9f74-5fd1-89ce-197b60cb8d06_006863b7-d736-4eb6-bbf8-648d292184ad,construction industry,nz 2050,2050,weo,2330b528-6e31-5a99-9801-73834e2a835f_6f2eb438-cde2-4d07-a770-d023a988a9c4,construction industry,construction buildings
id1,ipr_1.5c rps_2030,low,machining,6fcaa508-05b7-5a7b-981a-c9145f5e5dc4_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,steel and metals,1.5c rps,2030,ipr,8aefaa4d-b75c-5f4a-83cf-a6bdb777ebfa_ed3b2533-9ae2-4f2d-85de-c24200ce8975,steel and metals,steel
id1,ipr_1.5c rps_2050,high,machining,6fcaa508-05b7-5a7b-981a-c9145f5e5dc4_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,steel and metals,1.5c rps,2050,ipr,8aefaa4d-b75c-5f4a-83cf-a6bdb777ebfa_ed3b2533-9ae2-4f2d-85de-c24200ce8975,steel and metals,steel
id1,weo_nz 2050_2030,low,machining,6fcaa508-05b7-5a7b-981a-c9145f5e5dc4_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,steel and metals,nz 2050,2030,weo,8aefaa4d-b75c-5f4a-83cf-a6bdb777ebfa_ed3b2533-9ae2-4f2d-85de-c24200ce8975,steel and metals,steel
id1,weo_nz 2050_2050,high,machining,6fcaa508-05b7-5a7b-981a-c9145f5e5dc4_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,steel and metals,nz 2050,2050,weo,8aefaa4d-b75c-5f4a-83cf-a6bdb777ebfa_ed3b2533-9ae2-4f2d-85de-c24200ce8975,steel and metals,steel
id1,ipr_1.5c rps_2030,low,machining,6fcaa508-05b7-5a7b-981a-c9145f5e5dc4_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,steel and metals,1.5c rps,2030,ipr,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,steel and metals,steel
id1,ipr_1.5c rps_2050,high,machining,6fcaa508-05b7-5a7b-981a-c9145f5e5dc4_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,steel and metals,1.5c rps,2050,ipr,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,steel and metals,steel
id1,weo_nz 2050_2030,low,machining,6fcaa508-05b7-5a7b-981a-c9145f5e5dc4_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,steel and metals,nz 2050,2030,weo,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,steel and metals,steel
id1,weo_nz 2050_2050,high,machining,6fcaa508-05b7-5a7b-981a-c9145f5e5dc4_a1de1103-7e58-4fe9-bd26-b86ebd3211b3,steel and metals,nz 2050,2050,weo,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,steel and metals,steel
